Nombre de la Unidad Económica,Razón social,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Número exterior o kilómetro,Tipo de asentamiento humano,Nombre de asentamiento humano,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Latitud,Longitud,Fecha de incorporación al DENUE
G. PLAZA LORETO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,IGNACIO ZARAGOZA,266,COLONIA,LOS PINOS,72240,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,3563,19.06644322,-98.17758698,2014-12
VIDEO CLUB SIN NOMBRE,,0 a 5 personas,CALLE,GOMEZ FARIAS,0,COLONIA,CENTRO,73560,21,PUEBLA,43,Cuetzalan del Progreso,1,Ciudad de Cuetzalan,52,20.01895129,-97.52028305,2019-11
C. ANTEA QUERÉTARO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CARRETERA,FEDRERAL LIBRE 57 QUERÉTARO SAN LUIS POTOSÍ,12401,COLONIA,EL SALITRE,76127,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,1617,20.66933755,-100.4403632,2014-12
C. LA VICTORIA LATITUD,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,CONSTITUYENTES ORIENTE,40,COLONIA,VILLAS DEL SOL,76046,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,2348,20.58608817,-100.3808841,2017-03
C. MC PASEO DEL RÍO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,Central,183,COLONIA,VALLE DE ORO,76802,22,QUERÉTARO                               ,16,San Juan del Río,1,San Juan del Río,488,20.39506814,-99.9838248,2016-01
C. POWER TOWN JURIQUILLA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,Ninguno,2160,COLONIA,EL SALITRE,76127,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,4611,20.67610935,-100.430372,2017-11
C. QUERÉTARO SANTA MARÍA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AUTOPISTA,Ninguno,5501,COLONIA,JARDINES DE LA HACIENDA,76180,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,553,20.57391021,-100.4085831,2014-12
C. SENDERO QUERÉTARO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,REVOLUCION,99,COLONIA,EL ROCIO,76114,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,2206,20.61915076,-100.4402844,2010-07
C. VIP ANTEA QUERETARO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CARRETERA,CARRETERA QUERETARO-SAN LUIS POTOSI,12401,COLONIA,EL SALITRE,76127,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,1617,20.66933755,-100.4403632,2019-11
CINE BOX,CINEMAS DE SAN JUAN SA DE CV,11 a 30 personas,AVENIDA,RIO MOCTEZUMA,268,COLONIA,SAN CAYETANO,,22,QUERÉTARO                               ,16,San Juan del Río,1,San Juan del Río,1147,20.38546321,-99.96925102,2010-07
CINEMEX,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CARRETERA,BERNARDO QUINTANA,502,COLONIA,CENTRO SUR,76090,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,3488,20.5680936,-100.3580045,2010-07
CINEMEX,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,BERNARDO QUINTANA,4100,COLONIA,ALAMOS III SECCION,76160,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,2244,20.61540479,-100.3885695,2010-07
CINEMEX CANDILES,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,PROLONGACION,SIN REFERENCIA,204,FRACCIONAMIENTO,CANDILES,76790,22,QUERÉTARO                               ,6,Corregidora,1,El Pueblito,693,20.54644675,-100.3953883,2011-03
CINEMEX CONSTITUYENTES,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CARRETERA,CONSTITUYENTES,1285,COLONIA,TEJEDA,76900,22,QUERÉTARO                               ,6,Corregidora,1,El Pueblito,250,20.5505464,-100.4238173,2014-12
CINEMEX GALERÍAS SAN JUAN DEL RIO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CARRETERA,PANAMERICANA A QUERÉTARO,202,COLONIA,CENTRO,76800,22,QUERÉTARO                               ,16,San Juan del Río,1,San Juan del Río,632,20.38426183,-100.0125192,2014-12
CINEMEX HILVANA,ENTRETENIMIENTO SA DE CV,11 a 30 personas,CALLE,EJIDO MODELO II,201,COLONIA,EL ROSARIO,76177,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,1833,20.57811596,-100.4181605,2019-11
CINEMEX JURICA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,NINGUNO,9200,COLONIA,BENITO JUAREZ,76030,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,1621,20.64937785,-100.4324916,2019-11
CINEPOLIS DE MEXICO,CINEPOLIS DE MEXICO SA DE CV,0 a 5 personas,OTRO (ESPECIFIQUE),SIN REFERENCIA,10,COLONIA,EL POCITO,76902,22,QUERÉTARO                               ,6,Corregidora,44,San José de los Olvera,180,20.56092843,-100.4125519,2020-11
CINÉPOLIS PLAZA PABELLON CAMPESTRE,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,PRIVADA,PROLONGACION ZARAGOZA,10,COLONIA,LOS OLVERA,76904,22,QUERÉTARO                               ,6,Corregidora,44,San José de los Olvera,180,20.56175497,-100.4119801,2019-04
CINEPOLIS VIP ESFERA QUERETARO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AUTOPISTA,Ninguno,5501,COLONIA,JARDINES DE LA HACIENDA,76180,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,553,20.57531106,-100.4077086,2020-04
CINEPOLIS VIP LA VICTORIA CATITUD,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,,Constituyentes,40,COLONIA,VILLAS DEL SOL,76046,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,2348,20.58615459,-100.3813547,2020-04
CINETOP,XTRA CINEMAS SA DE CV,31 a 50 personas,CALLE,FEDERAL 120 SAN JUAN DEL RIO-XILITLA,100,COLONIA,FUNDADORES DE HACIENDA GRANDE,76750,22,QUERÉTARO                               ,17,Tequisquiapan,1,Tequisquiapan,95,20.52841432,-99.89920189,2010-07
G. LAS AMÉRICAS QRO.,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,AVENIDA,Estados Unidos de América,183,COLONIA,CARRETAS,76050,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,445,20.58824438,-100.3751176,2010-07
M. PLAZA DEL PARQUE,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,PROLONGACION,CORREGIDORA NORTE,691,COLONIA,PARQUES INDUSTRIALES,76169,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,1227,20.61575712,-100.3910292,2010-07
MC PEÑAFLOR,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,Peña Flor,4201,COLONIA,CUIDAD DEL SOL,76116,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,440A,20.64733973,-100.4792543,2019-04
X ZARAGOZA,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,AVENIDA,ARTEAGA PNIENTE,167,COLONIA,CENTRO,76000,22,QUERÉTARO                               ,14,Querétaro,1,Santiago de Querétaro,1316,20.58545692,-100.4006522,2010-07
C. CANCÚN,CINEPOLIS DE MEXICO SA DE CV,101 a 250 personas,AVENIDA,TULUM,260,COLONIA,SUPER MANZANA 7,77500,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,2979,21.14730982,-86.82433475,2010-07
C. CANCÚN MALL,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,COSTA MAYA,0,COLONIA,PUERTO CANCUN,77516,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,1504,21.18313083,-86.8487399,2010-07
C. CHETUMAL,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,INSURGENTES KILÓMETRO 5.025,0,COLONIA,EMANCIPACION DE MEXICO,77084,23,QUINTANA ROO,4,Othón P. Blanco,1,Chetumal,759,18.51882839,-88.32217211,2010-07
C. COZUMEL,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,RAFAEL E. MELGAR,1001,COLONIA,CENTRO,77600,23,QUINTANA ROO,1,Cozumel,1,Cozumel,70,20.50261823,-86.95760452,2010-07
C. GRAN PLAZA CANCÚN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,NICHUPTE,0,ZONA COMERCIAL,SUPER MANZANA 51,77533,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,2697,21.14085978,-86.8521272,2010-07
C. LAS TIENDAS CANCÚN,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,TULUM,42,ZONA COMERCIAL,SUPER MANZANA 63,77513,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,192,21.17246068,-86.82660551,2014-12
C. PLAYA DEL CARMEN,CINEPOLIS DE MEXICO SA DE CV,101 a 250 personas,AVENIDA,Ninguno,0,COLONIA,COL NUEVO CENTRO URBANO PLAYA,77710,23,QUINTANA ROO,8,Solidaridad,1,Playa del Carmen,993,20.64939624,-87.08171922,2010-07
C. VIP CANCÚN,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,OTRO (ESPECIFIQUE),Tulúm,260,COLONIA,SUPER MANZANA 2 MANZANA 4G,77500,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,192,21.17295599,-86.82663692,2020-04
CIEN CLUB CINEMANIA,CINE CLUB CIENMANIA ,0 a 5 personas,CALLE,100,,REGION,SUPERMANZANA 227,77516,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,2343,21.18926216,-86.85393107,2019-11
CINE PERLITA,,0 a 5 personas,CALLE,1,0,SUPERMANZANA,64,77524,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,205,21.17315886,-86.82596823,2014-12
CINEMEX ARAGÓN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,LUIS DONALDO COLOSIO,0,RESIDENCIAL,CUMBRES,77560,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,3943,21.10962706,-86.83938966,2016-01
CINEMEX CANCÚN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,ANDRÉS QUINTANA ROO,0,COLONIA,39 AV ANDRES Q ROO PLAZA OUTLET,77507,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,900,21.15065802,-86.84921322,2017-03
CINEMEX LA ISLA CANCÚN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,KUKULCAN,12,ZONA COMERCIAL,ZONA HOTELERA,77500,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,1701,21.11049822,-86.76299788,2010-07
CINEMEX LA ROCA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,CUMBRES,310,COLONIA,CUMBRES,77580,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,3943,21.11069039,-86.84022473,2019-11
CINEMEX MI PLAZA HÉROES,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,20 DE NOVIEMBRE,158,MANZANA,LOS HEROES,77517,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,2644,21.17389182,-86.87434588,2019-11
CINEMEX MULTIPLAZA CANCUN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,KABÁH,0,COLONIA,VILLAS DEL MAR,77516,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,3267,21.19023537,-86.86980803,2011-03
CINEMEX PLAYA DEL CARMEN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,41 SUR,2100,COLONIA,EJIDAL,77712,23,QUINTANA ROO,8,Solidaridad,1,Playa del Carmen,121A,20.61881621,-87.09458075,2014-12
CINEPOLIS ARCO NORTE,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,Isla Jamaica,0,COLONIA,PASEO DEL MAR,77519,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,5333,21.1754651,-86.91170908,2020-04
CINÉPOLIS MC PLAYA DEL CARMEN,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,Los Gavilanes,0,COLONIA,VILLAS DEL SOL,77723,23,QUINTANA ROO,8,Solidaridad,1,Playa del Carmen,1775,20.67152913,-87.11430846,2020-04
CINEPOLIS PUERTO CANCÚN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,SIN REFERENCIA,0,COLONIA,MARINA TOLUN CENTER,77500,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,3483,21.16180154,-86.80955039,2020-04
CINEPOLIS VIP PUERTO CANCÚN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,Sin Referencia,0,COLONIA,MARINA TOLÚN CENTER,77500,23,QUINTANA ROO,5,Benito Juárez,1,Cancún,3483,21.16223159,-86.80914853,2020-04
CORPORATIVO CINEMEX CHETUMAL,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,ERICK PAOLO MARTÍNEZ,0,COLONIA,PROTERRITORIO,77026,23,QUINTANA ROO,4,Othón P. Blanco,1,Chetumal,2011,18.52544981,-88.29431621,2014-12
C. CITADINA SLP,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CARRETERA,Lateral San Luis-Matehuala,3600,COLONIA,SANTA TERESA,78433,24,SAN LUIS POTOSÍ        ,35,Soledad de Graciano Sánchez,1,Soledad de Graciano Sánchez,463,22.18233623,-100.9515884,2016-01
C. LA LOMA SAN LUIS POTOSÍ,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,SIERRA VISTA PONIENTE,1010,HACIENDA,LOMAS DEL TECNOLOGICO,78215,24,SAN LUIS POTOSÍ        ,28,San Luis Potosí,1,San Luis Potosí,4419,22.13016189,-101.0319444,2014-12
C. SALVADOR NAVA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,VICENTE RIVERA,450,HACIENDA,EL PASEO,78320,24,SAN LUIS POTOSÍ        ,28,San Luis Potosí,1,San Luis Potosí,2164,22.141275,-101.0016975,2010-07
C. SAN LUIS POTOSÍ,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,NEREO RODRÍGUEZ BARRAGÁN,450,COLONIA,DEL VALLE,78200,24,SAN LUIS POTOSÍ        ,28,San Luis Potosí,1,San Luis Potosí,3069,22.15471923,-101.0036986,2010-07
C. SAN LUIS POTOSÍ DOS,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,BENITO JUÁREZ,2005,COLONIA,ESTRELLA DE ORIENTE,78396,24,SAN LUIS POTOSÍ        ,28,San Luis Potosí,1,San Luis Potosí,126A,22.13041783,-100.9252926,2010-07
C. VIP PLAZA SAN LUIS,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,Tercer Milenio,1010,COLONIA,LOMAS DEL TECNOLOGICO,78215,24,SAN LUIS POTOSÍ        ,28,San Luis Potosí,1,San Luis Potosí,4419,22.12624304,-101.0317323,2020-04
CINEMAGIC,COMPONENTES DIGITALES PARA CINES SA DE CV,11 a 30 personas,CALLE,A LA PAZ,431,COLONIA,INFONAVIT FIDEL VELAZQUEZ,78724,24,SAN LUIS POTOSÍ        ,20,Matehuala,1,Matehuala,390,23.66821822,-100.6521394,2014-12
CINEMAS LAS AMERICAS,,0 a 5 personas,CALLE,VICENTE GUERRERO,206,COLONIA,MATEHUALA CENTRO,78700,24,SAN LUIS POTOSÍ        ,20,Matehuala,1,Matehuala,055A,23.64418711,-100.6410323,2010-07
CINEMEX CD VALLES,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AUTOPISTA,MÉXICO-LAREDO,100,COLONIA,MOCTEZUMA,79040,24,SAN LUIS POTOSÍ        ,13,Ciudad Valles,1,Ciudad Valles,413,21.99354842,-99.01186416,2014-12
CINEMEX CD VALLES,OPERADORA DE CINEMAS SA DE CV,0 a 5 personas,AUTOPISTA,MEXICO LAREDO,0,CIUDAD,ZONA CENTRO CD. VALLES,79040,24,SAN LUIS POTOSÍ        ,13,Ciudad Valles,1,Ciudad Valles,413,21.99355033,-99.01186401,2020-11
CINEMEX CITADELA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,SALVADOR NAVA MARTINEZ,3125,COLONIA,FRACCIONAMIENTO DEL PARQUE,78294,24,SAN LUIS POTOSÍ        ,28,San Luis Potosí,1,San Luis Potosí,2906,22.1381977,-101.0008403,2014-12
CINEMEX EL PASEO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,RUTILO TORRES,0,COLONIA,EL PASEO,79663,24,SAN LUIS POTOSÍ        ,28,San Luis Potosí,1,San Luis Potosí,2268,22.14202396,-100.9546974,2017-03
CINEPOLIS VIP EL DORADO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,Nereo Rodríguez Barragán,450,COLONIA,DEL VALLE,78200,24,SAN LUIS POTOSÍ        ,28,San Luis Potosí,1,San Luis Potosí,3069,22.1546997,-101.0037548,2020-04
CINETECA ALAMEDA,GOBIERNO DEL ESTADO DE SAN LUIS POTOSÍ ,6 a 10 personas,AVENIDA,UNIVERSIDAD,575,COLONIA,CENTRO,78000,24,SAN LUIS POTOSÍ        ,28,San Luis Potosí,1,San Luis Potosí,488,22.15021606,-100.9733141,2010-07
M. TANGAMANGA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,MANUEL J CLOUTHIER,263,FRACCIONAMIENTO,TANGAMANGA,78260,24,SAN LUIS POTOSÍ        ,28,San Luis Potosí,1,San Luis Potosí,2164,22.14089233,-101.002484,2017-03
MAGNUS CINEMA,INMOVILIARIA VSE SA DE CV,6 a 10 personas,CALLE,MOCTEZUMA,332,FRACCIONAMIENTO,PRADOS DE MOCTEZUMA,79650,24,SAN LUIS POTOSÍ        ,11,Ciudad Fernández,1,Ciudad Fernández,226,21.94554458,-100.0180185,2019-11
C. CULIACÁN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,CULIACÁN PONIENTE (PEDRO INFANTE CRUZ),450,COLONIA,RECURSOS HIDRAULICOS,80100,25,SINALOA,6,Culiacán,1,Culiacán Rosales,2265,24.80221203,-107.4103959,2017-03
C. MAGNO SUR CULIACÁN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,PASEO DE LOS GANADEROS PONIENTE,1787,COLONIA,LOMAS DE SAN ISIDRO,80197,25,SINALOA,6,Culiacán,1,Culiacán Rosales,790,24.75519677,-107.4017997,2017-03
C. PLAZA FIESTA MAZATLÁN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,REFORMA,0,COLONIA,ALAMEDA,82123,25,SINALOA,12,Mazatlán,1,Mazatlán,1870,23.2389191,-106.4393862,2010-07
C. SENDERO LOS MOCHIS,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,ANTONIO ROSALES,2300,COLONIA,MIGUEL HIDALGO,81210,25,SINALOA,1,Ahome,1,Los Mochis,27,25.81932622,-108.9799226,2019-04
C. SENDERO MAZATLÁN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,OSCAR PEREZ ESCOBOSA,8201,COLONIA,VENADILLO,82129,25,SINALOA,12,Mazatlán,1,Mazatlán,2629,23.27382557,-106.4184424,2016-01
C. VIP CULIACAN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,Pedro Infante Cruz,450,COLONIA,RECURSOS HIDRAULICOS,80100,25,SINALOA,6,Culiacán,1,Culiacán Rosales,2265,24.80144005,-107.4136177,2020-04
CINE GAVIOTAS,INMOCI SA DE CV,11 a 30 personas,AVENIDA,CAMARÓN SÁBALO,218,COLONIA,ZONA DORADA,82110,25,SINALOA,12,Mazatlán,1,Mazatlán,1461,23.24168951,-106.4473528,2010-07
CINEMEX,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,BOULEVARD,DIEGO VALADÉS RÍOS,1676,COLONIA,DESARROLLO URBANO TRES RIOS,80020,25,SINALOA,6,Culiacán,1,Culiacán Rosales,108,24.81615289,-107.4008277,2014-12
CINEMEX,CINEMEX WTC SA DE CV,6 a 10 personas,AVENIDA,GENERAL BENJAMIN HILL,5720,FRACCIONAMIENTO,BARRANCOS,80194,25,SINALOA,6,Culiacán,1,Culiacán Rosales,4721,24.74683676,-107.4269499,2017-11
CINEMEX,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,Patria,3149,COLONIA,LAZARO CARDENAS,80290,25,SINALOA,6,Culiacán,1,Culiacán Rosales,5471,24.76902234,-107.3718617,2019-11
CINEMEX  GUASAVE,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,CALLE,IGNACIO RAMÍREZ,0,COLONIA,CENTRO,81000,25,SINALOA,11,Guasave,1,Guasave,76,25.56983792,-108.4666058,2010-07
CINEMEX BARRANCOS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,HÉCTOR JEOVANNI ZAMUDIO MEDINA,5720,COLONIA,INFONAVIT BARRANCOS,80190,25,SINALOA,6,Culiacán,1,Culiacán Rosales,4721,24.74807982,-107.4246536,2019-11
CINEMEX EL TOREO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,RAFAEL BALUENA,701,COLONIA,EL TOREO,81040,25,SINALOA,12,Mazatlán,1,Mazatlán,1758,23.24615933,-106.4372927,2014-12
CINEMEX FORUM CULIACAN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,DIEGO VALADÉS RÍOS,1676,COLONIA,DESARROLLO URBANO TRES RIOS,80020,25,SINALOA,6,Culiacán,1,Culiacán Rosales,108,24.81565187,-107.4001021,2014-12
CINEMEX GALERÍAS MAZATLAN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,AVENIDA DEL DELFÍN,6204,COLONIA,DESARROLLO RESIDENCIAL TURISTICOLA MARIANA MAZATLAN,82103,25,SINALOA,12,Mazatlán,1,Mazatlán,2192,23.28002339,-106.4481833,2019-11
CINEMEX GUAMUCHIL,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,GENERAL ANTONIO ROSALES,1042,COLONIA,MORELOS GUAMUCHIL,81460,25,SINALOA,15,Salvador Alvarado,1,Guamúchil,215,25.45333281,-108.0735583,2014-12
CINEMEX LOS MOCHIS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,JIQUILPAN,0,COLONIA,JARDINES DE FATIMA,81210,25,SINALOA,1,Ahome,1,Los Mochis,2108,25.80638722,-108.9944028,2010-07
CINEMEX LOS MOCHIS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,CENTENARIO,805,COLONIA,ZONA CENTRO,81210,25,SINALOA,1,Ahome,1,Los Mochis,417,25.78367247,-109.004255,2010-07
CINEMEX MAZATLAN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,INSURGENTES,1198,FRACCIONAMIENTO,VILLA DEL ESTERO,82018,25,SINALOA,12,Mazatlán,1,Mazatlán,92,23.23571093,-106.4202055,2014-12
CINEMEX PLAZA CULIACAN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,EMILIANO ZAPATA,2151,COLONIA,EL VALLADO,80000,25,SINALOA,6,Culiacán,1,Culiacán Rosales,305,24.79091574,-107.4246734,2011-03
CINEMEX PLAZA PABELLON CULIACÁN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,FRANCISCO I. MADERO,4244,COLONIA,BARRIO CULIACAN SINALOA,80080,25,SINALOA,6,Culiacán,1,Culiacán Rosales,6304,24.80404907,-107.3434925,2019-11
CINEMEX VARSOVIA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,GABRIEL LEYVA SOLANO,700,COLONIA,CENTRO,81200,25,SINALOA,1,Ahome,1,Los Mochis,347,25.7859016,-108.9975083,2019-11
CINEMEX VARSOVIA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,VARSOVIA,700,COLONIA,CENTRO,81200,25,SINALOA,1,Ahome,1,Los Mochis,347,25.78748188,-108.9986517,2010-07
CINÉPOLIS AZAHARES,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALZADA,AEROPUERTO,7071,COLONIA,BACHIGUALATO,80130,25,SINALOA,6,Culiacán,1,Culiacán Rosales,5664,24.77479484,-107.4566892,2019-04
CINÉPOLIS PUNTO LOS MOCHIS,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,ANTONIO ROSALES,985,COLONIA,CENTRO,81200,25,SINALOA,1,Ahome,1,Los Mochis,309,25.78506675,-109.0038522,2019-04
CINEPOLIS SENDEROS GANADERA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,JOSE LIMON,2545,COLONIA,HUMAYA,80059,25,SINALOA,6,Culiacán,1,Culiacán Rosales,4312,24.82629802,-107.4253718,2020-04
CITI CINEMAS,GRUPO CINEMAS DEL PACIFICO SA DE CV,51 a 100 personas,AVENIDA,CANCÚN,1555,COLONIA,ISLA MUSALA,80060,25,SINALOA,6,Culiacán,1,Culiacán Rosales,1591,24.82307694,-107.3674745,2019-11
CITICINEMAS,GRUPO CINEMAS DEL PACIFICO SA DE CV,31 a 50 personas,BOULEVARD,CERRO MONTE LARGO,1880,COLONIA,RESIDENCIAL COLINAS DE SAN MIGUEL,80228,25,SINALOA,6,Culiacán,1,Culiacán Rosales,3916,24.78737275,-107.3940124,2010-07
MC. SANTA ROSA,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,BOULEVARD,LUIS DONALDO COLOSIO MURRIETA,17301,COLONIA,VALLE DORADO,82132,25,SINALOA,12,Mazatlán,1,Mazatlán,1404,23.25759697,-106.4067959,2017-03
OFICINAS GRUPO CINEMAS DEL PACIFICO,GRUPO CINEMAS DEL PACIFICO SA DE CV,11 a 30 personas,BOULEVARD,DIEGO VALADÉS RÍOS,164,COLONIA,DESARROLLO URBANO TRES RIOS,80027,25,SINALOA,6,Culiacán,1,Culiacán Rosales,108,24.8149664,-107.3987557,2014-12
C. BELLA VISTA (CD. OBREGÓN),CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,RODOLFO ELIAS CALLES PTE,1750,COLONIA,BELLA VISTA,85130,26,SONORA,18,Cajeme,1,Ciudad Obregón,1046,27.48280829,-109.9606536,2010-07
C. HERMOSILLO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,Luis Encinas Johnson,0,COLONIA,SAN BENITO,83190,26,SONORA,30,Hermosillo,1,Hermosillo,5433,29.08851958,-110.9658073,2010-07
C. NOGALES,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,BLVD EL GRECO,45,COLONIA,EL GRECO,84066,26,SONORA,43,Nogales,1,Heroica Nogales,407,31.2914008,-110.9404386,2010-07
